               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.051919,            0.022412,            0.015898,              0.4538,             0.44263,             0.44189,             0.22483,            0.067325,            0.034309,            0.026496,            0.007591,            0.007591,            0.007591
                 148,            0.053549,            0.027449,            0.016632,             0.44292,             0.45509,             0.43093,             0.22616,            0.066316,            0.033956,            0.026678,           0.0075745,           0.0075745,           0.0075745
                 149,            0.050577,            0.019457,            0.013924,             0.40012,              0.4618,             0.41219,             0.21487,            0.066763,            0.033281,            0.026928,            0.007558,            0.007558,            0.007558
                 150,            0.053985,            0.018012,            0.013211,             0.43544,             0.43487,             0.40924,             0.21577,            0.069641,            0.033375,            0.026586,           0.0075415,           0.0075415,           0.0075415
                 151,            0.054083,            0.021029,            0.015578,             0.47068,             0.43827,              0.4302,              0.2296,            0.066368,            0.032561,            0.026355,            0.007525,            0.007525,            0.007525
                 152,            0.052807,            0.022463,            0.014379,             0.47824,             0.46283,             0.44233,             0.22508,            0.066194,            0.031388,             0.02644,           0.0075085,           0.0075085,           0.0075085
                 153,            0.049681,            0.019703,            0.015281,             0.50154,             0.45374,             0.45037,             0.23385,            0.065647,            0.031677,             0.02641,            0.007492,            0.007492,            0.007492
                 154,            0.053657,            0.016226,            0.011835,             0.49029,             0.46481,             0.45818,             0.21771,            0.067094,            0.032035,            0.025993,           0.0074755,           0.0074755,           0.0074755
                 155,            0.053688,            0.019993,            0.014785,             0.52675,             0.45014,             0.45901,             0.24663,            0.066652,            0.032411,            0.024859,            0.007459,            0.007459,            0.007459
                 156,            0.051689,             0.01963,            0.015387,             0.51973,             0.45596,              0.4529,              0.2168,            0.068434,            0.033034,            0.024517,           0.0074425,           0.0074425,           0.0074425
                 157,            0.056276,            0.019769,            0.016964,             0.50612,             0.38576,             0.45647,             0.23547,            0.069151,            0.034329,            0.024637,            0.007426,            0.007426,            0.007426
                 158,            0.054298,            0.018437,            0.012724,              0.5193,             0.37465,             0.43539,             0.22737,            0.068539,             0.03549,            0.024635,           0.0074095,           0.0074095,           0.0074095
                 159,            0.053112,            0.024623,            0.014841,             0.55891,             0.39354,             0.45017,             0.23582,            0.068712,             0.03487,            0.024565,            0.007393,            0.007393,            0.007393
